Italy,www.globalmart.com/product-id-6,2023-05-20,3,16.0,3
England,www.globalmart.com/logout,2023-05-20,35,4.314285714285714,34
India,www.globalmart.com/product-id-36,2023-05-20,3,13.333333333333334,3
England,www.globalmart.com/product-id-24,2023-05-20,1,3.0,1
Italy,www.globalmart.com/product-id-7,2023-05-20,5,4.0,5
Spain,www.globalmart.com/product-id-42,2023-05-20,3,16.0,3
Italy,www.globalmart.com/product-id-2,2023-05-20,5,5.2,5
India,www.globalmart.com/product-id-22,2023-05-20,6,4.666666666666667,4
England,www.globalmart.com/product-id-26,2023-05-20,6,6.333333333333333,6
USA,www.globalmart.com/product-id-26,2023-05-20,4,5.0,4
USA,www.globalmart.com/logout,2023-05-20,25,4.32,24
Spain,www.globalmart.com/product-id-38,2023-05-20,4,4.25,4
Spain,www.globalmart.com/product-id-24,2023-05-20,4,15.25,4
Italy,www.globalmart.com/product-id-49,2023-05-20,2,6.5,2
India,www.globalmart.com/product-id-30,2023-05-20,1,5.0,1
Spain,www.globalmart.com/product-id-18,2023-05-20,10,11.7,9
Spain,www.globalmart.com/product-id-40,2023-05-20,2,19.5,2
Italy,www.globalmart.com/product-id-37,2023-05-20,2,16.0,2
Italy,www.globalmart.com/product-id-39,2023-05-20,3,12.333333333333334,3
USA,www.globalmart.com/product-id-28,2023-05-20,3,5.333333333333333,3
India,www.globalmart.com/product-id-33,2023-05-20,7,7.857142857142857,7
Spain,www.globalmart.com/product-id-26,2023-05-20,4,3.5,4
England,www.globalmart.com/product-id-15,2023-05-20,3,14.666666666666666,3
England,www.globalmart.com/product-id-35,2023-05-20,4,13.25,4
England,www.globalmart.com/product-id-11,2023-05-20,2,4.5,2
India,www.globalmart.com/product-id-44,2023-05-20,3,12.666666666666666,3
USA,www.globalmart.com/product-id-15,2023-05-20,7,8.571428571428571,6
USA,www.globalmart.com/product-id-40,2023-05-20,2,7.0,2
Italy,www.globalmart.com/product-id-24,2023-05-20,2,20.0,2
India,www.globalmart.com/logout,2023-05-20,35,4.085714285714285,31
Spain,www.globalmart.com/product-id-25,2023-05-20,3,4.0,3
India,www.globalmart.com/product-id-5,2023-05-20,4,18.0,3
England,www.globalmart.com/product-id-18,2023-05-20,1,2.0,1
England,www.globalmart.com/product-id-47,2023-05-20,5,11.0,5
Spain,www.globalmart.com/product-id-15,2023-05-20,3,17.0,3
India,www.globalmart.com/product-id-28,2023-05-20,3,5.666666666666667,3
Italy,www.globalmart.com/product-id-12,2023-05-20,2,3.0,2
Spain,www.globalmart.com/product-id-46,2023-05-20,6,17.5,6
Italy,www.globalmart.com/logout,2023-05-20,29,4.551724137931035,29
Italy,www.globalmart.com/product-id-34,2023-05-20,3,5.0,3
India,www.globalmart.com/product-id-15,2023-05-20,4,4.5,4
Spain,www.globalmart.com/product-id-14,2023-05-20,7,7.428571428571429,7
Italy,www.globalmart.com/product-id-45,2023-05-20,5,9.0,5
England,www.globalmart.com/product-id-6,2023-05-20,3,5.666666666666667,3
USA,www.globalmart.com/product-id-23,2023-05-20,6,8.666666666666666,5
India,www.globalmart.com/product-id-18,2023-05-20,2,5.0,2
USA,www.globalmart.com/product-id-33,2023-05-20,2,5.0,2
England,www.globalmart.com/product-id-8,2023-05-20,2,2.5,2
India,www.globalmart.com/product-id-35,2023-05-20,2,2.0,2
Spain,www.globalmart.com/product-id-19,2023-05-20,5,8.4,5
India,www.globalmart.com/product-id-38,2023-05-20,4,5.0,4
India,www.globalmart.com/product-id-13,2023-05-20,4,12.5,4
India,www.globalmart.com/product-id-45,2023-05-20,11,13.727272727272727,9
India,www.globalmart.com/product-id-4,2023-05-20,4,5.5,4
India,www.globalmart.com/product-id-20,2023-05-20,5,5.2,4
England,www.globalmart.com/product-id-30,2023-05-20,6,13.5,5
England,www.globalmart.com/product-id-23,2023-05-20,6,4.666666666666667,6
USA,www.globalmart.com/product-id-22,2023-05-20,3,3.0,2
India,www.globalmart.com/product-id-27,2023-05-20,4,10.5,4
England,www.globalmart.com/product-id-16,2023-05-20,5,8.8,5
India,www.globalmart.com/product-id-25,2023-05-20,5,3.6,5
Italy,www.globalmart.com/product-id-11,2023-05-20,5,16.0,5
India,www.globalmart.com/product-id-29,2023-05-20,3,19.0,2
Spain,www.globalmart.com/product-id-23,2023-05-20,1,2.0,1
Italy,www.globalmart.com/product-id-31,2023-05-20,4,5.75,4
Spain,www.globalmart.com/product-id-36,2023-05-20,1,2.0,1
USA,www.globalmart.com/product-id-47,2023-05-20,2,5.0,2
USA,www.globalmart.com/product-id-48,2023-05-20,5,5.8,4
USA,www.globalmart.com/product-id-11,2023-05-20,1,4.0,1
India,www.globalmart.com/product-id-41,2023-05-20,1,0.0,1
USA,www.globalmart.com/product-id-5,2023-05-20,1,40.0,1
Italy,www.globalmart.com/product-id-38,2023-05-20,2,12.0,1
Spain,www.globalmart.com/product-id-16,2023-05-20,4,12.5,4
Italy,www.globalmart.com/product-id-13,2023-05-20,1,2.0,1
USA,www.globalmart.com/product-id-17,2023-05-20,1,14.0,1
Italy,www.globalmart.com/product-id-50,2023-05-20,6,12.333333333333334,5
USA,www.globalmart.com/product-id-2,2023-05-20,2,3.5,1
India,www.globalmart.com/product-id-42,2023-05-20,1,4.0,1
Italy,www.globalmart.com/product-id-40,2023-05-20,1,3.0,1
